Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2018-08-17,48065.22,48308.98,47879.08,48264.63,146234128
2018-08-20,48277.94,48875.4,48245.84,48785.48,132308320
2018-08-21,48791.84,49430.03,48731.38,49344.05,80121944
2018-08-22,49282.86,49910.87,49142.54,49880.34,142402032
2018-08-23,49895.31,50093.36,49636.91,49749.56,150351808
2018-08-24,49719.88,50088.67,49519.97,49633.77,104257144
2018-08-27,49789.19,50485.51,49789.19,50416.27,61027124
2018-08-28,50518.28,50603.39,49810,50023.98,117692224
2018-08-29,50048.84,50238.09,49927.9,50187.48,137405664
2018-08-30,50178.57,50199.3,49280.91,49653.14,122910536
2018-08-31,49540.09,49900.15,49297.56,49547.68,115976360
2018-09-03,49574.12,49727.21,49421.06,49488.48,166098160
2018-09-04,49491.41,49541.3,48805.16,48884.17,15179858
2018-09-05,48757.87,48944.65,48478.3,48595.37,133621480
2018-09-06,48631.3,48904.71,48553.06,48711.85,142896176
2018-09-07,48602.27,48999.97,48198.74,48971.14,117050704
2018-09-10,49027.4,49044.81,48571.7,48848.74,115526400
2018-09-11,48739.76,48918.31,48483.67,48895.8,81968304
2018-09-12,48886.88,49347.36,48687.8,49254.98,117740200
2018-09-13,49219.45,49761.89,49133.37,49693.21,170427600
2018-09-14,49460.31,49841.57,49342.47,49611.93,192785216
2018-09-17,49553.88,49810.05,49373.54,49398.57,139657648
2018-09-18,49412,49843.59,49395.51,49661.83,107052176
2018-09-19,49623.98,49887.79,49536.32,49590.79,133327736
2018-09-20,49590.98,49812.14,49315.39,49510.78,97490536
2018-09-21,49483.04,49732.35,49296.57,49344.29,560433600
2018-09-24,49304.88,49486.72,49032.77,49417.22,95432256
2018-09-25,49447.98,49721.2,49447.98,49651.55,91044944
2018-09-26,49675.71,49944.29,49555.13,49606.07,100276912
2018-09-27,49641.67,49964.97,49492.69,49646.91,108399904
2018-09-28,49542.51,49644.24,49347.52,49504.16,137750416
2018-10-01,49547.85,50041.6,49547.85,49841.47,95080272
2018-10-02,49821.57,49924.62,49290.42,49376.5,98775184
2018-10-03,49442.99,49487.54,48926.41,49005.35,177641936
2018-10-04,49001.4,49001.4,48461.22,48683.26,143056432
2018-10-05,48717.8,48735.11,48004.92,48052.85,132010088
2018-10-08,48018.35,48183.28,47869.24,48093.1,149864352
2018-10-09,48040.88,48552.08,47673.38,48505.22,119165392
2018-10-10,48506.96,48525.11,48025.27,48136.18,152163456
2018-10-11,48123.59,48205.01,47478.59,47558.23,188604576
2018-10-12,47656.86,48078.44,47071.24,47444.05,155435824
2018-10-15,47447.6,47963.49,47204.89,47739.09,109652096
2018-10-16,47830.81,48299.23,47794.31,48191.57,124736856
2018-10-17,48221.01,48221.01,47778.83,47887.95,134690160
2018-10-18,47823.34,48026.19,46929.42,47024.46,162637840
2018-10-19,47151.3,47568.88,47103.46,47437.45,179583616
2018-10-22,47485.74,47672.92,46657.82,46962.74,130743912
2018-10-23,46771.46,46843.83,46279.39,46449.03,164385436
2018-10-24,46537.18,46640.17,45898.38,45959.04,182121510
2018-10-25,46102.15,46626.08,46019.26,46275.71,163310672
2018-10-26,46107.97,46118.46,45677.27,45803.33,215669570
2018-10-29,45763.09,45823.45,43779.5,43879.13,290114986
2018-10-30,43849.52,43932.88,43407.49,43538.12,273369938
2018-10-31,43626.6,44300.66,43604.78,43942.55,361028907
2018-11-01,43993.35,45585.01,43964.83,45446.83,258842897
2018-11-05,45449.05,46865.74,45432.99,46817.36,271340590
2018-11-06,46797.87,46975.18,46120.49,46328.35,203750868
2018-11-07,46423.8,46957.61,46423.8,46917.4,116274306
2018-11-08,46808.52,46815.62,44019.79,44190.25,274591762
2018-11-09,44277.3,44539.87,42816.75,44263.74,302416213
2018-11-12,44098.93,44253.11,43172.16,43310.01,180677678
2018-11-13,43212.7,43308.77,42396.62,42421.33,216695119
2018-11-14,42474.82,43220.58,42141.94,42343.96,250790971
2018-11-15,42323.82,42457.68,41284.04,41450.66,168057893
2018-11-16,41368.59,42460.86,41368.59,42319.27,227704331
2018-11-20,41885.62,42505.14,41705.72,41797.37,196960352
2018-11-21,41893.44,42216.04,41456.66,41499.93,205128926
2018-11-22,41520.25,41542.72,41055.81,41271.12,63281600
2018-11-23,41342.37,41557.21,41084.44,41144.33,104306753
2018-11-26,41275.82,41463.35,39271.56,39427.27,286578532
2018-11-27,39557.9,40150,39470,39807.28,237716395
2018-11-28,39807.28,41019.36,39807.28,40989.48,303012828
2018-11-29,40989.48,41967.17,40988.81,41913.45,243957227
2018-11-30,41913.45,41980.48,41431.18,41732.78,420404089
2018-12-03,41976.61,42947.2,41844.06,42081.78,248790080
2018-12-04,42127.34,42267.66,41713.29,41865.07,252803715
2018-12-05,41929.94,41992.36,41748.42,41895.27,56079321
2018-12-06,41641.24,42035.99,41175.96,41987,216547290
2018-12-07,42031.54,42315.84,41781.6,41870.13,149986121
2018-12-10,41892.68,41934.54,41194.58,41356.04,166211527
2018-12-11,41512.11,41665.18,40799.32,40897.85,166738355
2018-12-13,41118.63,41841.65,41118.63,41512.51,214157055
2018-12-14,41539.55,41744.74,41243.79,41312.17,140641361
2018-12-17,41307.52,41596.05,40278.16,40340.51,141032573
2018-12-18,40480.75,41148.4,40419.2,40917.57,190981159
2018-12-19,40950.32,42032.26,40950.32,41388.28,229595486
2018-12-20,41562.24,41751.9,41309.4,41683.27,166394140
2018-12-21,41676.14,41799.39,41135.14,41468.56,446355145
2018-12-24,41421.56,41698.25,41182.61,41380.11,34698815
2018-12-26,41364.16,41702.86,41177.8,41573.61,81787965
2018-12-27,41444.24,41584.64,40978.92,41417.85,93528760
2018-12-28,41422.48,41621.38,41216.03,41459.15,70053695
2018-12-31,41461.69,41723.69,41421.07,41640.27,67657605
2019-01-02,41550.75,42328.55,41436.49,42271.14,69941531
2019-01-03,42172.26,42292.39,41699.78,42044.32,116597451
2019-01-04,42024.77,42661.84,42024.77,42455.13,114419780
2019-01-07,42489.05,42896.11,42313.06,42834.2,147102784
2019-01-08,43264.19,43582.19,43024.52,43542.87,179764824
2019-01-09,43563.72,44046.77,43552.61,43648.07,228887013
2019-01-10,43669.03,43792.18,43481.84,43668.95,194959494
2019-01-11,43707.27,43761.19,43372.6,43556.11,161985204
2019-01-14,43548.56,43681.33,43171.02,43397.98,121968097
2019-01-15,43387.75,43747.99,43387.75,43603.62,186345495
2019-01-16,43640.61,43984.6,43602.94,43819.53,186835690
2019-01-17,43845.46,44070.84,43843.07,43932.09,229766098
2019-01-18,44024.91,44507.4,43995.48,44241.54,197346699
2019-01-21,44273.36,44541.41,43797.1,44028.96,53209558
2019-01-22,44066.3,44073.24,43602.83,43768.08,185973132
2019-01-23,43831.79,44104.57,43382.35,43679.67,226403435
2019-01-24,43738.64,43856.29,43420.38,43566.11,172765397
2019-01-25,43603.12,44051.76,43436.95,43638.62,170408045
2019-01-28,43590.3,43959.87,43468.17,43626.15,219729267
2019-01-29,43671.47,43902.08,43607.14,43700.1,222950324
2019-01-30,43734.33,43915.15,43084.45,43631.36,180721344
2019-01-31,43668.54,44190.28,43600.01,43987.94,189932887
2019-02-01,44095.44,44226.17,43679.3,43738.27,149807162
2019-02-05,43898.11,44491.75,43830.47,44337.1,147613294
2019-02-06,44391.71,44495.02,43808.83,43855.79,190136464
2019-02-07,43808.78,44090.49,43586.87,43624.55,161048385
2019-02-08,43576.7,43620.29,43116.56,43180.45,115136057
2019-02-11,43126.04,43471.87,43108.5,43285.16,103669712
2019-02-12,43328.48,43616.03,42970.12,43113.79,174865741
2019-02-13,43138.51,43194.25,42202.96,42284.06,201279465
2019-02-14,42364.99,42780.89,42066.08,42725.22,190635496
2019-02-15,42810.13,43035.53,42677.39,42988.72,136412394
2019-02-18,43022.66,43119.57,42856.23,42981.31,25323546
2019-02-19,43003.41,43320.52,42803.88,42949.5,133306801
2019-02-20,42997.04,43345.86,42997.04,43178,176068977
2019-02-21,43161.04,43633.48,43003.39,43577.64,157409004
2019-02-22,43583.28,44001.22,43571.77,43738.66,141544602
2019-02-25,43805.27,44070.13,43634.64,43664.33,156868097
2019-02-26,43647.42,43724.34,43445.91,43623.34,180612516
2019-02-27,43662.12,43662.12,43184.86,43311.18,162802918
2019-02-28,43311.18,43334.08,42565.04,42823.8,303936489
2019-03-01,42947.71,43021.91,42291.94,42619.23,126723124
2019-03-04,42598.19,42648.7,42197.87,42418.49,114091565
2019-03-05,42367.92,42425.09,42099.86,42128.91,130714900
2019-03-06,42134.46,42419.23,41859.22,41908.15,151190578
2019-03-07,41911.53,42008.47,41523.92,41641.84,148103631
2019-03-08,41583.93,41674.73,41140.32,41586.7,144839234
2019-03-11,41631.19,41985.09,41490.62,41876.17,104415601
2019-03-12,41878.37,42174.26,41558.16,41740.62,132503320
2019-03-13,41836.31,42026.64,41795.01,41932.56,154640573
2019-03-14,41935.91,41982.02,41469.92,41777.81,133979501
2019-03-15,41810.09,42309.97,41798.95,42210.46,588705421
2019-03-19,42431.76,42745.49,42217.09,42378.61,214532674
2019-03-20,42389.6,43250.61,42231.19,43156.21,221661734
2019-03-21,43121.9,43362.91,42851.91,43251.19,154679604
2019-03-22,43052.28,43076.12,42132.3,42292.16,189037049
2019-03-25,42292.69,42757.79,42276.04,42703.38,147344856
2019-03-26,42695.75,43013.82,42679.42,42826.16,151611075
2019-03-27,42893.38,43116.5,42809.77,42947.55,171647265
2019-03-28,42982.98,43069.93,42539.44,42942.23,160155177
2019-03-29,43046.92,43316.67,42960.15,43281.28,207916719
2019-04-01,43302.45,43838.19,43302.45,43672.06,134237387
2019-04-02,43672.06,43672.06,43168.06,43324.59,120535906
2019-04-03,43391.93,43658.96,43298.2,43339.75,143348721
2019-04-04,43341.19,43990.18,43252.28,43937.39,134365442
2019-04-05,44007.73,45023.54,44007.73,44989.86,224478304
